2014 Trustee Elections|21|2014-02-26|2014-04-18
2015 Presidential Elections|21|2015-07-17|2015-09-14
2016 Council Elections|21|2016-08-31|2016-10-23
2017 Councilor Elections|21|2017-02-03|2017-03-29
2018 Governing Body Elections|21|2018-02-20|2018-04-11
2019 President Selection|21|2019-10-10|2019-11-09
2020 Board Member Elections|21|2020-10-03|2020-11-22
2021 Director Elections|21|2021-05-26|2021-07-02
2022 Chairperson Elections|21|2022-07-21|2022-09-08
2023 Executive Elections|21|2023-03-27|2023-05-23
2024 Executive Elections|21|2024-10-31|2024-12-23
2000 Governing Body Elections|22|2000-09-27|2000-11-04
2001 Governing Body Elections|22|2001-11-08|2002-01-01
2002 Council Member Elections|22|2002-09-15|2002-11-06
2003 Council Elections|22|2003-10-02|2003-12-01
2004 Council Presidency Elections|22|2004-06-15|2004-08-08
2005 Committee Chairperson Selection|22|2005-12-20|2006-01-20
2006 Directorship Elections|22|2006-07-19|2006-08-23
2007 Executive Elections|22|2007-01-23|2007-03-14
2008 Trustee Elections|22|2008-10-09|2008-12-05
2009 Councilor Elections|22|2009-11-27|2010-01-09
2010 Director General Elections|22|2010-10-28|2010-12-27
2011 Officer Appointments|22|2011-02-21|2011-04-10
2012 Governing Body Elections|22|2012-06-18|2012-08-13
2013 Chairperson Elections|22|2013-03-05|2013-04-14
2014 Secretary-General Elections|22|2014-06-06|2014-07-08
2015 Council Member Elections|22|2015-12-01|2016-01-01
2016 Council Member Elections|22|2016-05-28|2016-06-28
2017 President Selection|22|2017-01-19|2017-02-25
2018 Executive Director Elections|22|2018-09-18|2018-10-30
2019 Committee Chairperson Selection|22|2019-03-14|2019-05-02
2020 Leadership Elections|22|2020-10-09|2020-11-21
2021 Committee Chair Elections|22|2021-03-10|2021-04-23
2022 Chairperson Elections|22|2022-05-20|2022-06-21
2023 Governing Body Elections|22|2023-01-18|2023-03-05
2024 Director Elections|22|2024-12-21|2025-01-22
2000 Officer Appointments|23|2000-07-30|2000-09-04
2001 Council Member Elections|23|2001-12-21|2002-02-07
2002 Chairperson Selection|23|2002-04-01|2002-05-13
2003 Director Elections|23|2003-02-25|2003-04-15
2004 Management Elections|23|2004-12-12|2005-01-17
2005 Council Member Elections|23|2005-06-02|2005-07-09
2006 Secretary-General Elections|23|2006-05-03|2006-06-04
2007 Steering Committee Elections|23|2007-11-01|2007-12-17
2008 Officer Selection|23|2008-09-07|2008-11-04
2009 Executive Board Elections|23|2009-06-28|2009-08-26
2010 Trustee Elections|23|2010-06-29|2010-08-21
2011 Committee Elections|23|2011-06-17|2011-08-16
2012 Committee Chairperson Selection|23|2012-12-16|2013-01-26
2013 Chairperson Elections|23|2013-06-09|2013-07-13
2014 Director General Elections|23|2014-08-19|2014-09-29
2015 Councilor Elections|23|2015-07-22|2015-08-29
2016 Committee Chairperson Elections|23|2016-04-03|2016-05-12
2017 Council Elections|23|2017-11-21|2018-01-08
2018 Chairperson Elections|23|2018-07-28|2018-09-20
2019 Secretary-General Elections|23|2019-12-18|2020-02-03
2020 Presidential Elections|23|2020-11-01|2020-12-18
2021 Committee Chairperson Selection|23|2021-04-15|2021-06-02
2022 Director General Elections|23|2022-01-20|2022-03-09
2023 Chairperson Selection|23|2023-09-12|2023-10-18
2024 Director Elections|23|2024-03-08|2024-04-23
2000 Steering Committee Elections|24|2000-10-19|2000-12-15
2001 Executive Board Elections|24|2001-07-06|2001-08-23
2002 Committee Chair Elections|24|2002-04-07|2002-05-12
2003 Director Elections|24|2003-05-08|2003-06-15
2004 Executive Committee Elections|24|2004-02-14|2004-03-26
2005 Council Member Elections|24|2005-11-14|2005-12-19
2006 Committee Chairperson Selection|24|2006-11-02|2006-12-07
2007 Director Elections|24|2007-03-06|2007-04-19
2008 Chairperson Elections|24|2008-12-24|2009-01-23
2009 Presidential Elections|24|2009-11-24|2010-01-17
2010 Committee Chairperson Selection|24|2010-12-21|2011-02-01
2011 Steering Committee Elections|24|2011-04-01|2011-05-23
2012 Chairperson Elections|24|2012-07-28|2012-09-25
2013 Secretary-General Elections|24|2013-01-04|2013-03-05
2014 Director Elections|24|2014-05-05|2014-06-08
2015 Leadership Elections|24|2015-03-14|2015-04-17
2016 Committee Chair Elections|24|2016-01-21|2016-02-28
2017 Board Member Elections|24|2017-11-11|2017-12-15
2018 Governing Body Elections|24|2018-06-02|2018-07-08
2019 Committee Elections|24|2019-07-10|2019-08-28
2020 Board Elections|24|2020-08-11|2020-09-29
2021 Council Member Elections|24|2021-09-04|2021-10-21
2022 Director General Elections|24|2022-12-25|2023-02-10
2023 Directorship Elections|24|2023-01-20|2023-03-10
2024 Presidential Elections|24|2024-08-20|2024-10-09
2000 Board Member Elections|25|2000-02-28|2000-04-05
2001 Committee Chair Elections|25|2001-10-07|2001-11-20
2002 Committee Elections|25|2002-02-17|2002-04-13
2003 Committee Chairperson Selection|25|2003-12-09|2004-01-12
2004 Officer Appointments|25|2004-04-13|2004-06-04
2005 Governing Body Elections|25|2005-12-30|2006-02-23
2006 Management Elections|25|2006-03-16|2006-04-17
2007 Committee Chairperson Elections|25|2007-02-02|2007-04-01
2008 Officer Selection|25|2008-08-11|2008-09-18
2009 Board Chair Elections|25|2009-02-10|2009-04-08
2010 Committee Chairperson Selection|25|2010-06-22|2010-07-25
2011 Committee Elections|25|2011-04-02|2011-05-31
2012 Leadership Elections|25|2012-11-13|2012-12-20
2013 Steering Committee Elections|25|2013-07-22|2013-09-11
2014 Steering Committee Elections|25|2014-10-09|2014-11-16
2015 Director General Elections|25|2015-09-05|2015-10-16
2016 Executive Director Elections|25|2016-10-02|2016-11-25
2017 Executive Board Elections|25|2017-07-10|2017-08-24
2018 Executive Committee Elections|25|2018-06-03|2018-07-21
2019 Chairperson Elections|25|2019-03-01|2019-03-31
2020 Executive Director Elections|25|2020-08-11|2020-09-13
2021 Director Elections|25|2021-12-17|2022-01-21
2022 Committee Elections|25|2022-03-13|2022-04-22
2023 Council Presidency Elections|25|2023-08-03|2023-09-19
2024 Governing Body Elections|25|2024-09-21|2024-11-10
2000 Director Elections|26|2000-06-06|2000-07-09
2001 Board Chair Elections|26|2001-09-12|2001-10-23
2002 Chairperson Elections|26|2002-03-21|2002-04-30
2003 Executive Director Elections|26|2003-09-29|2003-11-07
2004 Executive Elections|26|2004-08-17|2004-10-10
2005 Executive Elections|26|2005-03-06|2005-04-24
2006 Committee Chairperson Selection|26|2006-09-13|2006-10-17
2007 Councilor Elections|26|2007-12-16|2008-01-19
2008 Chairperson Elections|26|2008-11-27|2008-12-28
2009 Director General Elections|26|2009-01-12|2009-02-12
2010 Governing Body Elections|26|2010-11-21|2011-01-05
2011 Committee Elections|26|2011-01-04|2011-02-13
2012 Officer Selection|26|2012-07-31|2012-09-04
2013 Council Elections|26|2013-12-26|2014-02-01
2014 Committee Elections|26|2014-11-15|2014-12-28
2015 Board Member Elections|26|2015-04-27|2015-06-08
2016 Board Member Elections|26|2016-05-18|2016-07-17
2017 Trustee Elections|26|2017-12-27|2018-01-29
2018 Directorship Elections|26|2018-01-16|2018-02-21
2019 Councilor Elections|26|2019-09-27|2019-11-05
2020 Directorship Elections|26|2020-04-07|2020-06-06
2021 Committee Chair Elections|26|2021-08-12|2021-09-30
2022 Executive Elections|26|2022-08-16|2022-10-05
2023 Officer Selection|26|2023-12-29|2024-02-08
2024 Directorship Elections|26|2024-05-05|2024-06-06
2000 Executive Elections|27|2000-09-25|2000-11-09
2001 Council Elections|27|2001-11-16|2001-12-26
2002 Officer Selection|27|2002-03-22|2002-05-07
2003 Governing Body Elections|27|2003-12-03|2004-01-27
2004 Committee Chair Elections|27|2004-07-10|2004-09-07
2005 Committee Chairperson Selection|27|2005-12-23|2006-01-27
2006 President Selection|27|2006-03-13|2006-04-21
2007 Presidential Elections|27|2007-03-05|2007-04-15
2008 Executive Committee Elections|27|2008-06-14|2008-07-19
2009 Councilor Elections|27|2009-04-22|2009-05-30
2010 Steering Committee Elections|27|2010-08-13|2010-09-16
2011 Councilor Elections|27|2011-02-24|2011-03-26
2012 Chairperson Selection|27|2012-03-24|2012-05-06
2013 Officer Appointments|27|2013-05-30|2013-07-25
2014 Officer Selection|27|2014-09-26|2014-11-08
2015 Governing Body Elections|27|2015-05-27|2015-07-12
2016 Steering Committee Elections|27|2016-01-10|2016-03-01
2017 Secretary-General Elections|27|2017-12-06|2018-01-24
2018 Officer Appointments|27|2018-11-24|2019-01-07
2019 Officer Selection|27|2019-01-10|2019-02-14
2020 Board Member Elections|27|2020-06-06|2020-07-06
2021 Executive Board Elections|27|2021-11-29|2022-01-09
2022 Chairperson Elections|27|2022-02-11|2022-03-19
2023 Trustee Elections|27|2023-04-15|2023-05-24
2024 President Selection|27|2024-08-05|2024-09-11
2000 Director General Elections|28|2000-11-02|2000-12-12
2001 Committee Chairperson Elections|28|2001-04-15|2001-06-01
2002 Executive Elections|28|2002-10-22|2002-12-16
2003 Secretary-General Elections|28|2003-04-13|2003-05-30
2004 Executive Committee Elections|28|2004-04-02|2004-06-01
2005 Management Elections|28|2005-07-31|2005-09-27
2006 Trustee Elections|28|2006-08-18|2006-10-09
2007 Steering Committee Elections|28|2007-10-16|2007-11-28
2008 President Selection|28|2008-06-05|2008-07-08
2009 President Selection|28|2009-01-01|2009-02-01
2010 Executive Director Elections|28|2010-02-06|2010-04-07
2011 Management Elections|28|2011-01-04|2011-02-16
2012 Presidential Elections|28|2012-06-30|2012-08-02
2013 Committee Elections|28|2013-01-31|2013-03-12
2014 Board Elections|28|2014-03-02|2014-04-10
2015 Board Member Elections|28|2015-06-06|2015-07-25
2016 Officer Appointments|28|2016-09-14|2016-10-30
2017 Board Elections|28|2017-10-11|2017-12-08
2018 Board Chair Elections|28|2018-05-10|2018-06-15
2019 Executive Director Elections|28|2019-11-12|2019-12-24
2020 Executive Committee Elections|28|2020-03-27|2020-05-20
2021 Executive Board Elections|28|2021-08-25|2021-10-03
2022 Leadership Elections|28|2022-04-30|2022-06-27
2023 President Selection|28|2023-09-11|2023-11-08
2024 Steering Committee Elections|28|2024-05-05|2024-06-27
2000 Executive Elections|29|2000-12-26|2001-01-28
2001 Council Member Elections|29|2001-10-09|2001-11-20
2002 Council Member Elections|29|2002-06-01|2002-07-24
2003 Executive Board Elections|29|2003-05-30|2003-07-19
2004 Council Member Elections|29|2004-10-10|2004-11-19
2005 Committee Chair Elections|29|2005-06-24|2005-08-15
2006 Chairperson Elections|29|2006-03-11|2006-04-10
2007 Trustee Elections|29|2007-04-08|2007-05-18
2008 Executive Director Elections|29|2008-10-31|2008-12-17
2009 Chairperson Elections|29|2009-11-18|2009-12-22
2010 Council Member Elections|29|2010-02-07|2010-04-08
2011 Council Elections|29|2011-06-08|2011-08-05
2012 Steering Committee Elections|29|2012-10-12|2012-12-08
2013 Officer Appointments|29|2013-08-05|2013-10-01
2014 Board Member Elections|29|2014-06-29|2014-08-01
2015 Director Elections|29|2015-08-04|2015-09-03
2016 Board Elections|29|2016-06-27|2016-08-22
2017 Council Elections|29|2017-10-10|2017-11-09
2018 Management Elections|29|2018-12-02|2019-01-07
2019 Executive Committee Elections|29|2019-06-07|2019-07-11
2020 Executive Director Elections|29|2020-08-12|2020-10-03
2021 Officer Selection|29|2021-12-03|2022-01-31
2022 Director Elections|29|2022-09-15|2022-10-25
2023 Board Chair Elections|29|2023-01-10|2023-03-06
2024 Director Elections|29|2024-09-20|2024-10-20
2000 Chairperson Selection|30|2000-10-11|2000-11-25
2001 Board Member Elections|30|2001-01-01|2001-02-27
2002 Board Elections|30|2002-06-06|2002-07-25
2003 Executive Committee Elections|30|2003-10-03|2003-11-21
2004 Committee Chairperson Selection|30|2004-10-02|2004-11-02
2005 Committee Chairperson Elections|30|2005-06-30|2005-08-08
2006 Chairperson Elections|30|2006-06-15|2006-07-18
2007 Officer Selection|30|2007-04-16|2007-05-17
2008 Trustee Elections|30|2008-12-17|2009-01-16
2009 Leadership Elections|30|2009-01-19|2009-03-10
2010 Committee Chairperson Selection|30|2010-10-29|2010-12-10
2011 Executive Director Elections|30|2011-11-09|2011-12-21
2012 Executive Director Elections|30|2012-03-16|2012-04-20
2013 Officer Appointments|30|2013-04-26|2013-05-27
2014 President Selection|30|2014-07-26|2014-08-31
2015 Executive Board Elections|30|2015-01-12|2015-03-06
2016 Committee Elections|30|2016-06-03|2016-07-19
2017 Management Elections|30|2017-07-28|2017-08-28
2018 Committee Elections|30|2018-07-09|2018-08-28
2019 Council Member Elections|30|2019-07-01|2019-08-24
2020 Board Elections|30|2020-04-19|2020-06-15
2021 President Selection|30|2021-10-11|2021-11-15
2022 Council Elections|30|2022-05-01|2022-06-22
2023 Executive Board Elections|30|2023-12-13|2024-01-20
2024 Council Presidency Elections|30|2024-10-10|2024-12-07
2000 Director General Elections|31|2000-07-20|2000-09-03
2001 Management Elections|31|2001-08-16|2001-10-14
2002 Steering Committee Elections|31|2002-10-28|2002-12-16
2003 Committee Chair Elections|31|2003-10-29|2003-12-10
2004 Presidential Elections|31|2004-08-01|2004-09-04
2005 Executive Board Elections|31|2005-01-21|2005-02-25
2006 Committee Chair Elections|31|2006-10-28|2006-11-30
2007 Presidential Elections|31|2007-11-08|2007-12-25
2008 Committee Chairperson Selection|31|2008-08-30|2008-10-04
2009 Officer Selection|31|2009-07-14|2009-08-29
2010 Councilor Elections|31|2010-11-22|2011-01-10
2011 Steering Committee Elections|31|2011-08-07|2011-09-26
2012 Board Chair Elections|31|2012-10-27|2012-11-28
2013 Chairperson Elections|31|2013-03-01|2013-04-21
2014 Director Elections|31|2014-07-25|2014-08-24
2015 Executive Director Elections|31|2015-08-17|2015-09-23
2016 Governing Body Elections|31|2016-02-01|2016-03-25
2017 Executive Elections|31|2017-11-04|2017-12-18
2018 Officer Selection|31|2018-12-18|2019-01-24
2019 Chairperson Selection|31|2019-04-07|2019-05-22
2020 Chairperson Elections|31|2020-07-16|2020-09-03
2021 Management Elections|31|2021-10-13|2021-12-07
2022 Council Elections|31|2022-07-01|2022-08-21
2023 Committee Chairperson Elections|31|2023-01-18|2023-03-05
2024 President Selection|31|2024-03-02|2024-04-29
2000 Executive Board Elections|32|2000-09-05|2000-10-27
2001 Chairperson Elections|32|2001-09-12|2001-10-14
2002 Officer Selection|32|2002-11-08|2002-12-17
2003 Chairperson Selection|32|2003-10-23|2003-12-11
2004 Councilor Elections|32|2004-04-08|2004-05-25
2005 Board Chair Elections|32|2005-09-10|2005-10-21
2006 Officer Selection|32|2006-07-21|2006-09-03
2007 Councilor Elections|32|2007-01-01|2007-02-12
2008 Governing Body Elections|32|2008-02-14|2008-03-31
2009 Officer Appointments|32|2009-10-16|2009-12-02
2010 Councilor Elections|32|2010-11-07|2010-12-07
2011 Chairperson Elections|32|2011-05-19|2011-07-15
2012 Council Elections|32|2012-01-16|2012-03-04
2013 Presidential Elections|32|2013-12-10|2014-01-09
2014 Secretary-General Elections|32|2014-04-19|2014-05-21
2015 Executive Committee Elections|32|2015-06-18|2015-07-23
2016 Officer Selection|32|2016-02-24|2016-04-03
2017 Chairperson Elections|32|2017-03-19|2017-05-12
2018 Steering Committee Elections|32|2018-06-14|2018-07-25
2019 Board Chair Elections|32|2019-08-13|2019-10-11
2020 Directorship Elections|32|2020-03-24|2020-05-08
2021 Director General Elections|32|2021-09-08|2021-10-23
2022 Chairperson Selection|32|2022-05-03|2022-06-20
2023 Executive Committee Elections|32|2023-11-23|2024-01-17
2024 Governing Body Elections|32|2024-07-08|2024-08-20
2000 Secretary-General Elections|33|2000-04-01|2000-05-16
2001 Committee Chairperson Selection|33|2001-07-05|2001-08-25
2002 Director General Elections|33|2002-03-23|2002-05-06
2003 Council Presidency Elections|33|2003-10-30|2003-12-12
2004 Officer Selection|33|2004-09-02|2004-10-29
2005 Directorship Elections|33|2005-09-27|2005-11-06
2006 Board Chair Elections|33|2006-07-09|2006-08-30
2007 Council Elections|33|2007-12-05|2008-01-19
2008 Board Chair Elections|33|2008-11-22|2008-12-28
2009 Executive Director Elections|33|2009-08-05|2009-09-21
2010 Executive Board Elections|33|2010-09-17|2010-10-24
2011 Directorship Elections|33|2011-09-02|2011-10-28
2012 Committee Chairperson Elections|33|2012-12-25|2013-02-23
2013 Executive Elections|33|2013-06-21|2013-07-22
2014 Directorship Elections|33|2014-07-06|2014-08-10
2015 Committee Elections|33|2015-04-09|2015-05-11
2016 Director General Elections|33|2016-11-15|2016-12-30
2017 Executive Elections|33|2017-04-19|2017-06-15
2018 Directorship Elections|33|2018-08-19|2018-10-01
2019 Executive Director Elections|33|2019-11-23|2020-01-11
2020 Committee Chair Elections|33|2020-03-07|2020-05-01
2021 Presidential Elections|33|2021-03-03|2021-04-30
2022 Directorship Elections|33|2022-08-11|2022-09-28
2023 Officer Appointments|33|2023-03-17|2023-04-18
2024 Leadership Elections|33|2024-04-13|2024-06-01
2000 Leadership Elections|34|2000-10-31|2000-12-19
2001 Management Elections|34|2001-12-09|2002-02-06
2002 Board Elections|34|2002-05-17|2002-07-05
2003 Chairperson Elections|34|2003-12-14|2004-02-08
2004 Councilor Elections|34|2004-08-04|2004-09-08
2005 President Selection|34|2005-09-24|2005-11-15
2006 Directorship Elections|34|2006-01-19|2006-03-01
2007 Directorship Elections|34|2007-11-20|2008-01-12
2008 Leadership Elections|34|2008-07-25|2008-09-06
2009 Governing Body Elections|34|2009-02-05|2009-04-05
2010 Chairperson Selection|34|2010-10-11|2010-11-18
2011 Management Elections|34|2011-10-08|2011-11-26
2012 Councilor Elections|34|2012-03-10|2012-04-23
2013 Committee Chairperson Selection|34|2013-05-17|2013-07-16
2014 Council Elections|34|2014-07-13|2014-08-20
2015 Council Member Elections|34|2015-03-12|2015-05-05
2016 Steering Committee Elections|34|2016-10-17|2016-12-06
2017 Governing Body Elections|34|2017-12-16|2018-01-15
2018 Director Elections|34|2018-06-24|2018-07-27
2019 Executive Elections|34|2019-09-14|2019-11-12
2020 Governing Body Elections|34|2020-09-24|2020-11-06
2021 Chairperson Elections|34|2021-07-01|2021-08-14
2022 Steering Committee Elections|34|2022-05-30|2022-06-29
2023 Councilor Elections|34|2023-09-01|2023-10-10
2024 Officer Appointments|34|2024-05-20|2024-06-27
2000 Governing Body Elections|35|2000-10-25|2000-12-16
2001 President Selection|35|2001-06-27|2001-07-27
2002 Committee Chairperson Selection|35|2002-10-27|2002-12-03
2003 Executive Committee Elections|35|2003-05-04|2003-06-25
2004 Trustee Elections|35|2004-02-26|2004-04-07
2005 Committee Chairperson Selection|35|2005-02-04|2005-03-13
2006 Presidential Elections|35|2006-08-18|2006-10-07
2007 Council Elections|35|2007-02-14|2007-03-31
2008 Council Member Elections|35|2008-04-23|2008-06-20
2009 Secretary-General Elections|35|2009-07-27|2009-08-31
2010 Executive Committee Elections|35|2010-07-10|2010-08-20
2011 Executive Elections|35|2011-09-23|2011-11-09
2012 Council Presidency Elections|35|2012-08-22|2012-10-05
2013 Executive Director Elections|35|2013-08-22|2013-10-11
2014 Presidential Elections|35|2014-10-20|2014-11-29
2015 Committee Chairperson Elections|35|2015-12-20|2016-02-01
2016 Chairperson Selection|35|2016-10-26|2016-12-22
2017 Director General Elections|35|2017-02-16|2017-04-07
2018 Leadership Elections|35|2018-01-31|2018-03-25
2019 Leadership Elections|35|2019-03-03|2019-04-03
2020 Director General Elections|35|2020-11-02|2020-12-17
2021 Director Elections|35|2021-03-11|2021-04-27
2022 Steering Committee Elections|35|2022-03-22|2022-05-17
2023 President Selection|35|2023-05-28|2023-07-05
2024 Presidential Elections|35|2024-12-25|2025-01-31
2000 Executive Committee Elections|36|2000-12-20|2001-02-14
2001 Executive Committee Elections|36|2001-01-04|2001-02-06
2002 Officer Selection|36|2002-02-06|2002-03-21
2003 Governing Body Elections|36|2003-05-31|2003-07-15
2004 Board Member Elections|36|2004-01-07|2004-02-29
2005 Board Elections|36|2005-08-06|2005-09-09
2006 Steering Committee Elections|36|2006-06-07|2006-07-19
2007 Council Presidency Elections|36|2007-01-15|2007-03-03
2008 Directorship Elections|36|2008-11-23|2008-12-24
2009 Council Member Elections|36|2009-07-14|2009-09-09
2010 Council Elections|36|2010-08-26|2010-10-17
2011 Trustee Elections|36|2011-02-13|2011-04-05
2012 Presidential Elections|36|2012-06-30|2012-08-19
2013 Trustee Elections|36|2013-11-21|2014-01-03
2014 Council Member Elections|36|2014-01-16|2014-03-09
2015 Executive Board Elections|36|2015-06-19|2015-08-02
2016 Director General Elections|36|2016-10-26|2016-12-15
2017 Committee Chair Elections|36|2017-02-24|2017-04-25
2018 Directorship Elections|36|2018-08-24|2018-10-20
2019 Council Presidency Elections|36|2019-08-19|2019-10-11
2020 Committee Elections|36|2020-02-06|2020-03-28
2021 Executive Committee Elections|36|2021-03-05|2021-04-27
2022 Trustee Elections|36|2022-08-06|2022-09-25
2023 Committee Elections|36|2023-04-16|2023-05-31
2024 Committee Chair Elections|36|2024-03-07|2024-05-02
2000 Steering Committee Elections|37|2000-04-16|2000-05-30
2001 Executive Elections|37|2001-09-29|2001-11-20
2002 Committee Elections|37|2002-12-24|2003-01-25
2003 Committee Chairperson Selection|37|2003-12-06|2004-01-21
2004 Executive Board Elections|37|2004-09-14|2004-10-27
2005 Director Elections|37|2005-11-29|2006-01-17
2006 Steering Committee Elections|37|2006-11-20|2006-12-25
2007 Executive Director Elections|37|2007-07-01|2007-08-16
2008 Directorship Elections|37|2008-03-31|2008-05-07
2009 President Selection|37|2009-06-30|2009-08-17
2010 Governing Body Elections|37|2010-10-10|2010-12-09
2011 Chairperson Selection|37|2011-08-07|2011-09-11
2012 Committee Chairperson Elections|37|2012-01-12|2012-03-05
2013 Steering Committee Elections|37|2013-08-09|2013-09-11
2014 Chairperson Elections|37|2014-08-29|2014-10-22
2015 Councilor Elections|37|2015-11-18|2016-01-07
2016 Committee Chairperson Elections|37|2016-09-13|2016-11-02
2017 Director General Elections|37|2017-12-22|2018-02-17
2018 Board Member Elections|37|2018-03-20|2018-05-15
2019 Board Elections|37|2019-10-26|2019-11-26
2020 Governing Body Elections|37|2020-03-30|2020-05-18
2021 Council Member Elections|37|2021-02-08|2021-03-11
2022 Director Elections|37|2022-10-23|2022-12-17
2023 Council Elections|37|2023-08-09|2023-09-12
2024 Committee Chair Elections|37|2024-12-30|2025-02-23
2000 Director General Elections|38|2000-06-12|2000-07-16
2001 Executive Committee Elections|38|2001-06-09|2001-08-07
2002 Chairperson Elections|38|2002-03-02|2002-04-14
2003 Director General Elections|38|2003-08-24|2003-09-26
2004 Committee Elections|38|2004-09-03|2004-10-06
2005 Council Presidency Elections|38|2005-03-18|2005-04-27
2006 Management Elections|38|2006-07-17|2006-08-29
2007 Council Member Elections|38|2007-09-25|2007-11-17
2008 Trustee Elections|38|2008-05-28|2008-07-05
2009 Board Elections|38|2009-03-03|2009-04-29
2010 Board Elections|38|2010-04-04|2010-05-05
2011 Council Elections|38|2011-01-11|2011-02-19
2012 Executive Committee Elections|38|2012-11-11|2012-12-24
2013 Executive Board Elections|38|2013-10-01|2013-10-31
2014 Directorship Elections|38|2014-03-01|2014-04-06
2015 Presidential Elections|38|2015-07-03|2015-08-20
2016 Presidential Elections|38|2016-12-19|2017-01-26
2017 Director Elections|38|2017-08-21|2017-10-19
2018 Chairperson Selection|38|2018-01-22|2018-02-25
2019 Council Presidency Elections|38|2019-02-10|2019-03-28
2020 Board Member Elections|38|2020-12-17|2021-02-02
2021 Council Elections|38|2021-05-27|2021-07-05
2022 Secretary-General Elections|38|2022-12-26|2023-02-11
2023 Council Presidency Elections|38|2023-06-20|2023-08-12
2024 Executive Board Elections|38|2024-06-09|2024-08-05
2000 Council Elections|39|2000-11-08|2001-01-04
2001 Trustee Elections|39|2001-10-18|2001-11-28
2002 Executive Committee Elections|39|2002-05-11|2002-06-26
2003 Chairperson Selection|39|2003-04-01|2003-05-09
2004 Presidential Elections|39|2004-12-30|2005-02-14
2005 Chairperson Selection|39|2005-04-26|2005-05-26
2006 Councilor Elections|39|2006-11-02|2006-12-03
2007 Council Elections|39|2007-04-14|2007-05-16
2008 Council Presidency Elections|39|2008-06-25|2008-07-25
2009 Leadership Elections|39|2009-05-27|2009-07-13
2010 Executive Committee Elections|39|2010-02-26|2010-04-16
2011 Council Member Elections|39|2011-04-14|2011-06-10
2012 Executive Committee Elections|39|2012-08-01|2012-09-12
2013 Committee Chairperson Selection|39|2013-06-11|2013-08-01
2014 Directorship Elections|39|2014-12-20|2015-02-07
2015 Executive Elections|39|2015-03-29|2015-05-26
2016 Committee Elections|39|2016-06-27|2016-08-14
2017 Executive Board Elections|39|2017-06-03|2017-07-26
2018 Steering Committee Elections|39|2018-07-16|2018-08-29
2019 Executive Elections|39|2019-11-29|2020-01-01
2020 Chairperson Selection|39|2020-03-08|2020-05-02
2021 Chairperson Selection|39|2021-10-03|2021-11-27
2022 Directorship Elections|39|2022-06-08|2022-07-11
2023 Trustee Elections|39|2023-01-01|2023-02-24
2024 Executive Board Elections|39|2024-12-11|2025-01-31
2000 Board Chair Elections|40|2000-06-27|2000-08-10
2001 Officer Selection|40|2001-05-05|2001-06-22
2002 Executive Elections|40|2002-01-15|2002-02-16
2003 Board Chair Elections|40|2003-04-27|2003-06-07
2004 Councilor Elections|40|2004-01-01|2004-02-08
2005 Officer Selection|40|2005-02-25|2005-04-20
2006 Chairperson Elections|40|2006-11-06|2006-12-06
2007 Steering Committee Elections|40|2007-03-20|2007-05-07
2008 Presidential Elections|40|2008-01-26|2008-03-10
2009 Executive Director Elections|40|2009-07-10|2009-08-13
2010 Committee Elections|40|2010-12-05|2011-01-17
2011 Committee Chair Elections|40|2011-03-29|2011-05-17
2012 Executive Elections|40|2012-02-25|2012-04-17
2013 Executive Elections|40|2013-07-28|2013-09-01
2014 Board Elections|40|2014-10-14|2014-12-03
2015 Director General Elections|40|2015-03-17|2015-05-05
2016 Officer Appointments|40|2016-10-11|2016-11-13
2017 Governing Body Elections|40|2017-12-28|2018-02-14
2018 Chairperson Elections|40|2018-03-24|2018-04-25
2019 Officer Selection|40|2019-05-14|2019-07-03
2020 President Selection|40|2020-10-07|2020-11-30
2021 Chairperson Selection|40|2021-04-16|2021-06-08
2022 Board Member Elections|40|2022-06-13|2022-07-18
2023 Officer Appointments|40|2023-10-29|2023-12-27
2024 Leadership Elections|40|2024-11-17|2024-12-30
2000 Management Elections|41|2000-03-28|2000-05-26
2001 Council Member Elections|41|2001-03-14|2001-04-13
2002 Officer Appointments|41|2002-09-19|2002-10-19
2003 President Selection|41|2003-03-01|2003-04-10
2004 Councilor Elections|41|2004-08-30|2004-10-21
2005 Committee Chairperson Selection|41|2005-06-11|2005-07-25
2006 Council Presidency Elections|41|2006-08-14|2006-10-07
2007 Officer Appointments|41|2007-06-23|2007-08-09
2008 Chairperson Selection|41|2008-04-26|2008-06-24
2009 Governing Body Elections|41|2009-04-28|2009-06-16
2010 Management Elections|41|2010-02-27|2010-04-22
2011 Councilor Elections|41|2011-05-20|2011-06-28
2012 Executive Director Elections|41|2012-12-22|2013-01-24
2013 Council Presidency Elections|41|2013-05-05|2013-06-17
2014 President Selection|41|2014-10-23|2014-11-29
2015 Councilor Elections|41|2015-09-14|2015-11-11
2016 Management Elections|41|2016-02-22|2016-04-12
2017 Committee Chairperson Elections|41|2017-03-31|2017-05-23
2018 Council Elections|41|2018-09-01|2018-10-27
2019 Board Member Elections|41|2019-05-28|2019-07-17
2020 President Selection|41|2020-07-31|2020-09-08
2021 Trustee Elections|41|2021-09-26|2021-11-02
2022 Officer Appointments|41|2022-08-18|2022-09-26
2023 Committee Chairperson Elections|41|2023-09-20|2023-11-13
2024 Steering Committee Elections|41|2024-09-11|2024-10-29
2000 Officer Selection|42|2000-03-03|2000-04-27
2001 Council Member Elections|42|2001-05-15|2001-06-16
